id,content,lang
3987,Am happy to live in the world where foreigners called xenophobic  ,unknown
3988,Remember my tweet where I said foreigners will tell us to live this country ,en
3989, they will be end up banned from doing sex in SA yoooooo shame to foreigners shame,en
3990,I see again ur taxes a in action in the hospital I pay my taxes at  so that only poor SANS access social services such as hospitals now my taxes a used for taking care of illegal immigrants fighting over jobs they were not supposed have had in the first place I want my money ,en
3991,   While the foreigners are a curse to us however this was promoted by the ANC,unknown
3992,      Please elaborate what you mean ,en
3993, Well Nxesi spoke of Quota between the South Africans and foreign nationals Now it is the very same foreigners against each other Its a mess,unknown
3994,"                  Round  KO
you are wrong if that is the case and operationdudula won at the court after application was submitted to have their marches stopped so operationdudula is legal
South Africa ",en
3995,Is shocking that as expensive as life in SA is foreigners are fighting to the death to be here,en
3996, So it is foreigners against each other in a foreign land bloody clowns ,unknown
3997,  Armed for war  OperationDudula ,en
3998, They called us names when we told them that OperationDudula is a scam Its a paid promo  ,en
3999,They called us names when we told them about OperationDudula scam Its a paid promo  ,unknown
4000,"The puppet of the whites
 ",en
4001,"If Goverment cannot cater basics services to ordinary South Africans how are they servicing illegal foreigners 

The president is quiet on this matter",en
4002,While we are still fighting for foreigners to leave SA through PutSouthAficansFirst OperationDudula lets not ignore this this should be treated urgently amp its the duty  DDti to protect the masses otherwise kuzoshuba  help ,unknown
4003, Exactly how many of these Immigrants are coming into our country on a daily basis legally or illegally Coz Wow surely we have long reach unsustainable point of a number of immigrants we can accommodate as a country,en
4004,I am joining OPERATION DUDULA Nna tsa  amp its corrupt people A KE SA DITSENA,tn
4005,Samething with the OperationDudula gangsters they afraid of confronting the ANC useless people and they attack the weak poor Black African people  ,en
4006, Flat heads from Nigeria must go home this country is only for beautiful people if you got a flat head or from the Mugabe clan pls do us a fovour and Tsek  Keep SA clean and beautiful get foreigners out ,en
4007, Yes illegal foreign national are even kidnapping our fully grown  businessmen sons and daughters in natal an entire family kidnapped for ransom I would like to say Fk foreigners they must go our people will NOT rest until they gone  ,en
4008,OperationDudula if nikwazi ukuxosha abantu abamnyama njengani nihlulwa yini ukuxosha abelungu ngoba nabo abantu bokufika  Ngiyabuza  ,zu
4009,Wen we done with foreigners we are going after those that are spewing rubbish about our movements ,en
4010, So why is he siding with foreigners,unknown
4011, OperationDudula   ,en
4012,Ive said this before and Ill say it again OperationDudula  Dudula or whatever they call themselves those are bunch of criminals who are sponsored by White racists in Cape Town to attack Black people in and around Joburg  arrest these thugs  now ,en
4013,  can we pls up the  to stopping Taxify drivers I have in three weeks found  with no SA Passport and this is unacceptable because crashes and kidnapping is carried out predominantly by foreigners in SA,en
4014, niboke nize enorthriding next to builders ila bagcwele khona ave bencolisa nc nc,zu
4015, Do u see what trouble foreigners are making wake up man the policeman was showing his job to the school show and tell  ,en
4016,    PeterMaritzbyrg its going down the illegal foreigners are at war with Taxi operators in the city now taxi drivers are retailating and burning down of shops of these illegal foreigners cause thwy started a fight they cant face,en
4017,"PutSouthAficansFirst 
OperationDudula ForgottenCitizensOfSouthAfrica 
",unknown
4018,You a so spot on i thought of that too Africa as it stands with different sovereignties is a problem to the west which still wants to exploit thoroughly its mineral and human resources Illegal immigrants lack of foresight is a real danger to the integrity of the entire continent ,en
4019,Hee I heard deputy president David Mabuza criticising operation dubula for protesting for jobs and forcing employers to hire SAs instead of foreigners A word of advise the ppl u r critising are your employers  vote u r out So side with for your own good,en
4020,And some South Africans are against OperationDudula as if we can just go to the neighboring countries illegally to do as we please PutSouthAficansFirst ,unknown
4021,Ijaaaa Madam legalizing illegal immigrants has thrown in the towel ,en
4022,  Foreigners are perfect drivers compared to locals as were fed such junk by the propagandists,unknown
4023,  Yall never learn always blaming foreigners for everything,en
4024,  Am just saying coz even yesterday some were saying its Operation Dudula,unknown
4025, Ask this guy to deal with what he said leave OperationDudula alone ,en
4026, Foreigners have started again these are the same people doing DudulaMovement and saying others are taking their job opportunities,en
4027,PutSouthAficansFirst OperationDudula ba tla utlwa ka letlalo ,st
4028,Sometimes i feel like the president is not doing enough to support minister of Home Affairs It feels like he doesnt like what he is doing against illegal foreigners,en
4029, Wanyela Lol Im not from qwa qwa wena immigrant Ive just been busy with work,en
4030,Enhlek what is it that we are doing wrong as South Africans  Foreigners have taken over Chinese are busy building malls most foreigners are owning businesses out there Jozi has been hijacked from us like WTF bro,unknown
4031,"That Zanu bastard must be soiling his pants with shit wherever he isOperationDudula PutSouthAficansFirst 
 ",en
4032,Get the whole story firstforeigners attacked taxi drivers first ,unknown
4033,We live in a country were foreigners believe they belief they are entitled to relief against citizen of the country they even approach our court can the court check their legality ,unknown
4034,Never forget Ramaphosa once said ANC first before SA citizensyoud swear  they gaining  something from the illegal immigrants  They were they are so defensive when it come to them  ,en
4035,Oh man Snuki Zikalala seriously killed me on this one hehehe    OperationDudula  ,en
4036,The media and the courts are aiding and abetting illegal immigrant and the disrespecting of the countrys sovereignty This is a promotion of an outlaw culture which is going to cost the country down the line Foreigners must be made to go back to their country n demand change ,unknown
4037,"Call us now on   

Doggy Taxi OperationDudula On Saturday SUVchallenge ",unknown
4038,"I believe a Ukrainian delegation has arrived in Mooi River to recruit local to assist in blocking the highways to Kyiv by burning Russian Vehicles

The uptake has been huge especially since  and  was able to confirm all the drives were foreigners",en
4039,  Maybe this will school you otherwise its sad that you have to learn in a typical manner SMH ,en
4040,OperationDudula PutSouthAficansFirst ,en
4041,Snuki is a stinking noveau riche a simpleton of an arriviste got rich through political expediency He lives in a double gated community secured by a paramilitary made up of congolese warlords He has an army of illegal foreigners as domestics some employed to wipe his smelly ass ,unknown
